Time[s], Channel 0, Channel 1, Channel 2, Channel 3, Channel 4, Channel 5, Channel 6, Channel 7
0.000000000000000, 1, 0, 1, 0, 1, 1, 0, 0
0.000011000000000, 0, 1, 1, 0, 1, 1, 0, 0
0.000032000000000, 1, 1, 1, 0, 1, 1, 0, 0
0.000053000000000, 0, 0, 0, 1, 1, 1, 0, 0
0.000075000000000, 1, 0, 0, 1, 1, 1, 0, 0
0.000096000000000, 0, 1, 0, 1, 1, 1, 0, 0
0.000117000000000, 1, 1, 0, 1, 1, 1, 0, 0
0.000139000000000, 0, 0, 1, 1, 1, 1, 0, 0
0.000160000000000, 1, 0, 1, 1, 1, 1, 0, 0
0.000181000000000, 0, 1, 1, 1, 1, 1, 0, 0
0.000203000000000, 1, 1, 1, 1, 1, 1, 0, 0
0.000224000000000, 0, 0, 0, 0, 0, 0, 1, 0
0.000245000000000, 1, 0, 0, 0, 0, 0, 1, 0
0.000267000000000, 0, 1, 0, 0, 0, 0, 1, 0
0.000288000000000, 1, 1, 0, 0, 0, 0, 1, 0
0.000309000000000, 0, 0, 1, 0, 0, 0, 1, 0
0.000331000000000, 1, 0, 1, 0, 0, 0, 1, 0
0.000352000000000, 0, 1, 1, 0, 0, 0, 1, 0
0.000373000000000, 1, 1, 1, 0, 0, 0, 1, 0
0.000395000000000, 0, 0, 0, 1, 0, 0, 1, 0
0.000416000000000, 1, 0, 0, 1, 0, 0, 1, 0
0.000437000000000, 0, 1, 0, 1, 0, 0, 1, 0
0.000459000000000, 1, 1, 0, 1, 0, 0, 1, 0
0.000480000000000, 0, 0, 1, 1, 0, 0, 1, 0
0.000501000000000, 1, 0, 1, 1, 0, 0, 1, 0
0.000523000000000, 0, 1, 1, 1, 0, 0, 1, 0
0.000544000000000, 1, 1, 1, 1, 0, 0, 1, 0
0.000565000000000, 0, 0, 0, 0, 1, 0, 1, 0
0.000587000000000, 1, 0, 0, 0, 1, 0, 1, 0
0.000608000000000, 0, 1, 0, 0, 1, 0, 1, 0
0.000629000000000, 1, 1, 0, 0, 1, 0, 1, 0
